eccentricity,extent,solidity,contrast,homogeneity,energy,mean_magnitude,std_magnitude,brightness,hue,saturation,label,filename
1.2584753141039584,-0.8433462237075663,0.1359618353494159,-0.1179695366258882,0.5738947559501559,1.6154413568357704,-0.6750687427085327,-0.7898589506715267,-0.2580156056759947,0.1738140506963466,-0.9080553358318946,smaller,callo_1.png
1.265947761388351,-1.740918909151511,-1.7051509794930295,-0.689035054988116,1.1116605702188074,1.8269632707233288,-0.3326739761010229,0.4214569257162274,1.4505135621007477,3.17306903011722,-2.6301617322459565,smaller,callo_10.png
0.2808640076010167,1.1206474701851918,1.2691970361133462,0.7230272798333973,-0.5281802456478023,-0.4240143394027957,-0.7262026083401179,-1.157137735652821,-0.16067033175473,-0.7184509794597005,0.927561314293071,smaller,callo_100.png
0.6027864066450499,1.1844751436407996,0.913220606183154,0.1252263923332352,-0.5170804279618131,-0.8091880801778822,-0.6248060874618486,-0.8168657126964717,0.3385210819315027,-0.3730242015154061,0.4580519325101003,smaller,callo_101.png
-0.8178318379708256,1.002833894114931,1.210663890476185,1.3049866332045248,-1.7182356146658515,-0.7162442756237216,-1.3174483555266483,-1.6443625310897252,-0.045647331665414,-0.0642636921909711,0.1413666461653386,smaller,callo_102.png
-0.6420027630311492,0.3525239488784471,0.7434363960119502,0.2853772092187401,-0.7614082393397382,-1.4086471615845753,-0.9808587317817556,-1.1630690809135078,-0.5646360100947369,0.9008434397344628,-0.4239136841861096,smaller,callo_103.png
-0.8646168785014147,0.5647539046012473,0.6255378432402211,-0.4222095169816546,0.5654882462428509,-0.2799047727993408,-0.624484939264711,-0.4430708065386379,0.0033924572873357,1.3157280004068626,-0.4749505310269551,smaller,callo_104.png
0.9396609052573326,0.3888766787363871,0.4262081787277619,-0.9681599387238644,-0.641720037262855,-0.0924736463610042,-1.4093716023825216,-0.9986032109659172,0.1668603245642219,1.2840787794073651,-0.2511254842601391,smaller,callo_105.png
0.3145866726872923,0.8686059616459795,1.0876078744948383,-0.0973063341297525,-0.6607688683754896,-0.523747280046121,-1.1699969532093288,-1.1724621349908395,-0.0226567286185048,0.0183596192518032,0.219852631766555,smaller,callo_106.png
0.3803763622823731,1.4584579152865995,0.6488509822098332,0.7462770623110035,-1.4536206730313768,0.1418546840071957,-0.797694191100185,-1.208506880034623,-1.0932559134221564,0.5212960859867586,0.1527809775511223,smaller,callo_107.png
0.0600915933563068,0.0052159453199442,0.6017592642883794,-0.8847202196354221,0.4497236584562896,0.0565923661706878,-0.8048000383295317,-0.493518943212719,-0.1376158041121782,1.9360850382694583,-0.9002703631564466,smaller,callo_108.png
