rgb_mean_r,rgb_mean_g,rgb_mean_b,hue,saturation,brightness,filename,label
0.4401046878587407,0.3930411739124633,0.4390453253344977,0.2733237698145341,0.47730701417982446,0.42655707643489515,callo_1.png,smaller
0.6760720219477869,0.7374297038917206,0.7575966275666977,0.8138950122362464,0.19375815418507264,0.7225558194538961,callo_10.png,smaller
0.4663842929402764,0.3682347247807298,0.21235407466888856,0.11250622704795188,0.7795456038593751,0.44342192092392985,callo_100.png,smaller
0.5468672732388888,0.4893419134756556,0.2915107383264759,0.17476428239846142,0.7022397821989854,0.5299056835448974,callo_101.png,smaller
0.4744256360688863,0.46674409961328855,0.2984424839291284,0.23041378645246446,0.6500968065343283,0.4633493907540269,callo_102.png,smaller
0.37323656603669497,0.3777165245987075,0.35040785241714434,0.40436003808983745,0.5570220734154164,0.373435797615858,callo_103.png,smaller
0.4695590921810189,0.4643744220050392,0.3878366544780554,0.4791368289806107,0.5486187367983628,0.4718454212355083,callo_104.png,smaller
0.4804780172039089,0.5342930424776204,0.35739285773296214,0.4734325261338147,0.585472056071293,0.5001658527215675,callo_105.png,smaller
0.48117531141221437,0.4514628567044512,0.2904420619864587,0.24530541334850142,0.6630197082720665,0.4673324597770683,callo_106.png,smaller
0.284674999749986,0.307425124024153,0.2210562281032653,0.3359522548299806,0.6519762029867081,0.2818536169479371,callo_107.png,smaller
0.43586558467538006,0.45280371811217623,0.44892473338428474,0.5909469875044414,0.4785888282023554,0.4474160647359269,callo_108.png,smaller
0.48529239685363446,0.49785402220271013,0.4022536312394476,0.46547275899504925,0.5279466984838589,0.49654295676171856,callo_109.png,smaller
0.4153447971846427,0.3525804700351425,0.29310015288236047,0.40606914025960605,0.6320390305578694,0.40979446136647013,callo_11.png,smaller
0.6869877500434558,0.6416540849108237,0.4243311646986907,0.16935826971803625,0.6270013669155166,0.6721006868641792,callo_110.png,smaller
0.5702531638517188,0.47362714167498376,0.32238799492889636,0.14118923424288343,0.6970631484506921,0.5528850492249129,callo_111.png,smaller
0.44672232923122723,0.5014794319234994,0.48011699907543126,0.6792971464656802,0.49695422599047834,0.48487688839577814,callo_112.png,smaller
0.38875255609531734,0.37758552762123854,0.3328380610642694,0.448265064264021,0.5948800262444837,0.39542932006217857,callo_113.png,smaller
0.3757775527789715,0.38201128960666075,0.3549216337016581,0.5062965988613178,0.5703176043771371,0.38771927653356064,callo_114.png,smaller
0.2961902278479134,0.2685317291108227,0.20536021693876383,0.1967466528484345,0.6964523077750766,0.2755637493006686,callo_115.png,smaller
0.4113248534519338,0.3724302413450089,0.26170628192908985,0.3368372646156944,0.7172747806351067,0.4120196822028075,callo_116.png,smaller
0.4425298534859772,0.4522140572389466,0.4480079048415859,0.5741052691612069,0.49964959043590373,0.45069538612036153,callo_117.png,smaller
0.19742623843697493,0.1400353592031891,0.15017830083025907,0.13235788466641263,0.7040404610602533,0.17122273425158197,callo_118.png,smaller
0.7074761225014192,0.6666247034941506,0.6441141329340689,0.23410927931852088,0.2761170956238993,0.6979415623288454,callo_119.png,smaller
0.3094002343941351,0.2668166291136518,0.2694238878987294,0.40616246839152537,0.6186096751733794,0.29990374826470356,callo_12.png,smaller
0.40700622829663424,0.3438377057922519,0.38612928834917404,0.21939765624618146,0.5365551940712616,0.3908331103281255,callo_120.png,smaller
0.5275554461991454,0.500030565710599,0.4658921848088664,0.23245163390025336,0.48444832042548425,0.5146708674362808,callo_121.png,smaller
0.41663464427402075,0.4003792960781185,0.29577512367694947,0.17600640386826627,0.622243466181626,0.39467009304064415,callo_122.png,smaller
0.1253617982657651,0.06210429181306987,0.06572481237655148,0.14421859455182917,0.7657441311038284,0.09785786734846402,callo_123.png,smaller
0.4086048696297866,0.3403366414511906,0.3142596906923547,0.14483084384660383,0.609306882046142,0.38742491233812526,callo_124.png,smaller
0.6270242118579528,0.5794013005996397,0.5814888853807767,0.1726246849144205,0.3635499483297818,0.6118816145046844,callo_125.png,smaller
0.35153660134996456,0.3560947066694853,0.41066259838800234,0.20599708047374266,0.3554764334117234,0.33338457155615275,callo_126.png,smaller
0.5664948708684194,0.44329035883870027,0.40598951165910635,0.023171104042355672,0.5468855147296007,0.5422183100087206,callo_127.png,smaller
0.4029466868466425,0.26119989160076473,0.20674707693620964,0.012489647034360174,0.6913537014009435,0.3746590634145166,callo_128.png,smaller
0.3275689952705314,0.25454393074559345,0.17746420623134473,0.1213241606430715,0.7583560269250318,0.30239335638576614,callo_129.png,smaller
0.4732448852858855,0.41860729046897927,0.37331954250782284,0.47872917401408366,0.5751780827864906,0.4752955272278143,callo_13.png,smaller
0.5030399932630767,0.43891499990494953,0.3382991549902803,0.13611342588704411,0.5899083636828486,0.48127578728640463,callo_130.png,smaller
0.46347139794722225,0.3859424252556951,0.37610698931552444,0.12977391388987936,0.5687902596750827,0.44310054012443834,callo_131.png,smaller
0.5579952341982215,0.5033839665505218,0.38763758542785975,0.14564887587034547,0.5966324032026674,0.5380221762769075,callo_132.png,smaller
0.4730337107028879,0.38027330593325237,0.2763092105968943,0.08075802829416301,0.6886581816488399,0.44816730431672713,callo_133.png,smaller
0.47911508510663814,0.36862150420648465,0.26781190437944113,0.0854776618699763,0.6488036278267677,0.45527629714805373,callo_134.png,smaller
0.3406536290754272,0.25642419424961105,0.24071184338567964,0.07062093464516273,0.5465061787126407,0.3123358120293256,callo_135.png,smaller
0.4298268188296752,0.39242821455901433,0.3774396315265973,0.46956542570323945,0.5637828440662961,0.4303317830408102,callo_136.png,smaller
0.28394128799907326,0.2557369565424694,0.23174790996230543,0.2699424966748477,0.6780966525511,0.2698702984480108,callo_137.png,smaller
0.5767016670692124,0.5171401074567896,0.43030923329405657,0.2091449580908541,0.5194248917042262,0.5645760601373566,callo_138.png,smaller
0.11858441245683493,0.10138611743353199,0.15225422103463604,0.38000563221906647,0.6994485577540883,0.10671561243675853,callo_139.png,smaller
0.36885594610705685,0.35121112728346526,0.3859379394394036,0.589498284598052,0.5392656129102374,0.38250182249912523,callo_14.png,smaller
